Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4311,Courses - Canadian / Ontario Police College,4000,4632
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4312,Courses / seminars,196100,4633
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4320,Training & Development - internal,0,4634
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4341,Clothing reimbursement,0,4635
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4410,Contracted services - electrical,15000,4636
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4424,Contracted Services - general,139400,4637
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4441,Contracted services - Cable TV,8900,4638
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4510,Rental - vehicles,0,4639
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Detective Ops Confidential,Detective Ops (CONFIDENTIAL),Services,4516,Repairs - technical equipment,600,4640
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Salaries,1563,Maternal/Parental top up - Uniform,0,4641
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4083,P.E.U. - towing charges,0,4642
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4084,Public relations / promotions,1000,4643
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4098,Service contracts,55600,4644
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4124,Medical reports,0,4645
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4206,Business travel - mileage,0,4646
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4225,Business travel - public transit,0,4647
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4230,Business travel - other expenses,600,4648
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4255,Conferences / seminars,0,4649
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4312,Courses / seminars,2500,4650
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4320,Training & Development - internal,0,4651
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4341,Clothing reimbursement,0,4652
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4424,Contracted Services - general,0,4653
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4441,Contracted services - Cable TV,700,4654
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4516,Repairs - technical equipment,8000,4655
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4608,Clean/repair furniture,0,4656
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4659,Maintenance - computer,336600,4657
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4699,Repairs and maintenance (other),0,4658
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4760,Membership fees,900,4659
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4770,Parking expenses,200,4660
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4804,Wireless devices,700,4661
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4811,Wireless services,15500,4662
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4815,Courier services,500,4663
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4860,Hazardous waste removal,7000,4664
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,4970,Services & rents - general,100,4665
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,6570,Bank service charges,0,4666
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Forensic Identification Services,Services,7030,IDC - Printing,0,4667
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Benefits,1776,OMERS - Civilian,25200,4668
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Benefits,1744,EI - Uniform,31200,4669
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Benefits,1746,EI - Civilian,3600,4670
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Benefits,1764,CPP - Uniform,88400,4671
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Benefits,1765,CPP - Civilian,10200,4672
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Benefits,1773,OMERS - Uniform,427000,4673
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Premium Pay,1574,Lieutime premium pay - Uniform,51600,4674
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Benefits,1778,OMERS - Contract,0,4675
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Equipment,3410,Computers - hardware,0,4676
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Equipment,3420,Computers - software,14800,4677
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Equipment,3978,Other office equipment,0,4678
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Equipment,3979,Small equipment,0,4679
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Equipment,3980,Cameras and lenses,0,4680
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Equipment,3982,Video production equipment,0,4681
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Materials & Supplies,2010,Stationery and office supplies,36200,4682
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Materials & Supplies,2020,Books & Magazines,700,4683
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Materials & Supplies,2082,Health & Safety supplies,0,4684
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Materials & Supplies,2999,Miscellaneous materials,1000,4685
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1571,Court premium pay - Uniform,25400,4686
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1572,Overtime premium pay - Uniform,129100,4687
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1573,Callback premium pay - Uniform,71200,4688
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1574,Lieutime premium pay - Uniform,106500,4689
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1578,Callback (Command Initiatives) - Uniform,0,4690
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1582,Overtime premium pay - Civilian,0,4691
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1583,Callback premium pay - Civilian,0,4692
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1584,Lieutime premium pay - Civilian,1900,4693
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Premium Pay,1592,Overtime premium pay - Contract,0,4694
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Revenues,7650,IDR - Police,0,4695
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Revenues,8044,Grants - other government,0,4696
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Revenues,8556,In-house seminars,0,4697
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Revenues,8710,Donations,0,4698
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Revenues,9030,Miscellaneous revenues,0,4699
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Revenues,9453,A/R small payment differences,0,4700
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1503,Regular salaries - Uniform Sr. Officer,166000,4701
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1504,Regular salaries - Uniform,13699200,4702
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1505,Regular salaries - Civilian A,270200,4703
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1513,Temporary - long-term,0,4704
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1514,Temporary - short-term,0,4705
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,4706
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1533,Alternate rate - Uniform,17800,4707
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1534,Alternate rate - Civilian A,4200,4708
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1541,Statutory Holiday - Uniform,0,4709
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1551,Shift Bonus - Uniform,17500,4710
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1552,Shift Bonus - Civilian A,0,4711
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Salaries,1563,Maternal/Parental top up - Uniform,0,4712
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4084,Public relations / promotions,3400,4713
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Premium Pay,1582,Overtime premium pay - Civilian,1000,4714
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Premium Pay,1583,Callback premium pay - Civilian,0,4715
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Premium Pay,1584,Lieutime premium pay - Civilian,1400,4716
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1503,Regular salaries - Uniform Sr. Officer,142300,4717
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1504,Regular salaries - Uniform,3164400,4718
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1505,Regular salaries - Civilian A,233800,4719
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,4720
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1533,Alternate rate - Uniform,3900,4721
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1534,Alternate rate - Civilian A,0,4722
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1541,Statutory Holiday - Uniform,13200,4723
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1551,Shift Bonus - Uniform,9000,4724
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Salaries,1552,Shift Bonus - Civilian A,900,4725
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4083,P.E.U. - towing charges,200,4726
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4084,Public relations / promotions,1400,4727
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4141,Return of prisoners,0,4728
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4144,Investigative expenses,0,4729
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4230,Business travel - other expenses,200,4730
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4255,Conferences / seminars,0,4731
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4312,Courses / seminars,5200,4732
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4341,Clothing reimbursement,0,4733
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4516,Repairs - technical equipment,500,4734
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4760,Membership fees,0,4735
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4770,Parking expenses,100,4736
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4804,Wireless devices,4000,4737
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4811,Wireless services,14300,4738
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4815,Courier services,100,4739
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Hold Up Squad,Services,4970,Services & rents - general,0,4740
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1744,EI - Uniform,82800,4741
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1746,EI - Civilian,15600,4742
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1747,EI - Contract,0,4743
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1748,EI - Non-qualified,0,4744
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1764,CPP - Uniform,234600,4745
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1765,CPP - Civilian,44200,4746
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1766,CPP - Contract,0,4747
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1767,CPP - Non-qualified,0,4748
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1773,OMERS - Uniform,1128500,4749
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Homicide & Missing Persons,Benefits,1776,OMERS - Civilian,81500,4750
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4086,Translations / interpreters,400,4751
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4141,Return of prisoners,0,4752
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4144,Investigative expenses,200,4753
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4225,Business travel - public transit,0,4754
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4230,Business travel - other expenses,2400,4755
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4255,Conferences / seminars,10500,4756
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4312,Courses / seminars,18400,4757
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4320,Training & Development - internal,0,4758
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4341,Clothing reimbursement,0,4759
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4424,Contracted Services - general,0,4760
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4441,Contracted services - Cable TV,500,4761
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4516,Repairs - technical equipment,0,4762
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4530,Rental - non-office property,100000,4763
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4659,Maintenance - computer,0,4764
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4760,Membership fees,1100,4765
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4770,Parking expenses,100,4766
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4804,Wireless devices,2000,4767
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4811,Wireless services,23200,4768
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4813,Internet,0,4769
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4815,Courier services,600,4770
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,4970,Services & rents - general,400,4771
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Sex Crimes Unit,Services,7030,IDC - Printing,0,4772
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Benefits,1744,EI - Uniform,2400,4773
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Benefits,1746,EI - Civilian,0,4774
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Benefits,1764,CPP - Uniform,6800,4775
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Benefits,1765,CPP - Civilian,0,4776
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Benefits,1773,OMERS - Uniform,56600,4777
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Benefits,1776,OMERS - Civilian,0,4778
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Equipment,3410,Computers - hardware,0,4779
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Materials & Supplies,2010,Stationery and office supplies,4500,4780
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),Detective Operations (Pillar),Spec. Criminal Invest,Specialized Criminal Investigations,Materials & Supplies,2020,Books & Magazines,200,4781
